,MO,SLAT,SLON,MAG
31501,3,39.75,-95.37,0
31502,5,38.13,-94.65,2
31503,4,38.75,-95.48,3
31504,11,39.18,-95.03,2
31505,1,35.91,-95.31,0
31506,7,39.92,-94.83,0
31507,5,36.37,-95.05,1
31508,4,37.08,-94.52,1
31509,4,35.83,-94.38,2
31510,11,39.1,-95.1,0
31511,7,39.93,-94.85,0
31512,3,37.77,-94.44,0
31513,6,36.62,-95.15,2
31514,4,37.28,-94.92,0
31515,4,39.23,-95.02,3
31516,4,39.25,-94.43,2
31517,11,36.7,-95.05,1
31518,7,39.75,-95.32,0
31519,4,37.57,-95.12,0
31520,3,36.8,-94.67,1
31521,10,36.35,-95.1,0
31522,6,35.68,-94.77,3
31523,11,37.63,-94.57,3
31524,4,37.57,-95.08,0
31525,3,36.86,-94.42,0
31526,4,38.12,-95.3,4
31527,10,39.57,-95.33,1
31528,4,37.35,-95.08,1
31529,4,35.14,-94.98,0
31530,10,35.82,-95.08,0
31531,8,35.97,-95.33,1
31532,2,37.08,-94.47,1
31533,4,37.02,-95.33,1
31534,4,37.1,-94.63,1
31535,4,35.13,-94.55,3
31536,4,35.28,-94.48,0
31537,4,36.55,-94.3,1
31538,9,36.9,-95.1,1
31539,10,35.83,-94.97,0
31540,5,35.25,-94.98,0
31541,10,35.18,-94.67,1
31542,4,36.45,-95.2,3
31543,2,37.2,-94.63,1
31544,4,39.67,-94.42,1
31545,4,35.58,-94.93,0
31546,10,36.22,-94.53,3
31547,10,35.88,-94.75,0
31548,5,34.95,-95.08,1
31549,4,35.75,-94.81,2
31550,3,35.5,-95.25,2
31551,4,36.42,-94.8,2
31552,4,36.75,-94.88,1
31553,10,36.83,-94.4,1
31554,5,35.38,-94.63,1
31555,4,37.9,-94.77,1
31556,4,36.62,-95.27,1
31557,4,35.79,-94.54,2
31558,5,37.93,-95.2,1
31559,4,35.13,-94.37,2
31560,4,40.28,-94.98,2
31561,4,35.15,-95.23,1
31562,4,35.32,-94.42,0
31563,4,35.38,-94.45,3
31564,5,35.72,-95.37,0
31565,11,35.97,-94.48,2
31566,5,37.97,-95.17,1
31567,4,39.76,-94.85,0
31568,4,38.7,-94.78,2
31569,6,35.27,-94.92,0
31570,5,40.28,-95.0,1
31571,5,39.56,-94.42,0
31572,5,38.97,-95.1,2
31573,4,35.65,-94.4,1
31574,4,39.52,-95.37,1
31575,11,36.17,-94.53,2
31576,9,40.0,-95.33,0
31577,5,38.82,-94.53,0
31578,4,39.73,-95.18,1
31579,4,37.08,-94.52,1
31580,5,37.75,-95.14,0
31581,5,36.43,-95.12,3
31582,2,36.98,-94.52,1
31583,4,39.78,-95.0,2
31584,4,37.08,-94.52,1
31585,5,39.98,-95.35,1
31586,5,37.13,-94.77,2
31587,4,37.73,-95.3,2
31588,5,37.03,-95.22,0
31589,4,39.95,-95.22,0
31590,5,39.29,-94.49,3
31591,6,37.65,-94.85,1
31592,5,36.18,-95.27,1
31593,5,39.22,-94.58,2
31594,4,39.97,-94.97,0
31595,5,36.98,-94.83,1
31596,4,38.55,-95.28,2
31597,6,37.43,-94.83,1
31598,5,36.53,-94.73,2
31599,5,37.53,-94.65,1
31600,5,37.19,-95.1,0
31601,4,38.53,-94.85,0
31602,4,39.97,-95.22,1
31603,11,36.67,-95.17,2
31604,5,36.27,-95.33,2
31605,5,36.68,-94.45,2
31606,5,37.57,-94.57,1
31607,5,37.1,-95.05,0
31608,4,38.77,-94.85,1
31609,3,38.97,-94.98,0
31610,4,40.2,-94.42,1
31611,5,37.08,-94.57,3
31612,5,36.73,-95.17,0
31613,5,37.63,-94.53,1
31614,9,36.85,-94.78,0
31615,4,38.58,-94.8,1
31616,6,39.13,-94.97,0
31617,4,35.97,-95.13,2
31618,5,37.15,-95.08,0
31619,4,38.33,-94.98,1
31620,5,35.5,-94.8,1
31621,5,35.48,-94.77,2
31622,11,37.37,-94.85,1
31623,5,37.0,-95.14,4
31624,4,35.92,-95.1,3
31625,6,39.15,-95.12,1
31626,4,38.57,-95.32,0
31627,5,39.73,-95.33,3
31628,11,37.42,-94.7,1
31629,2,35.23,-94.48,0
31630,5,37.03,-94.85,0
31631,4,38.82,-94.95,0
31632,5,35.62,-95.17,2
31633,5,39.9,-94.7,1
31634,5,36.34,-95.27,0
31635,6,39.17,-94.68,1
31636,11,39.63,-95.35,1
31637,5,36.98,-94.83,0
31638,4,38.85,-94.77,0
31639,3,36.4,-94.45,1
31640,5,36.95,-94.7,1
31641,5,39.35,-95.1,2
31642,5,39.18,-94.9,0
31643,9,37.08,-94.7,2
31644,11,35.15,-94.97,0
31645,4,38.77,-94.65,0
31646,5,35.1,-94.75,1
31647,5,38.37,-95.23,2
31648,5,36.6,-94.78,2
31649,9,39.88,-94.8,1
31650,5,35.23,-94.85,0
31651,5,36.25,-94.65,2
31652,5,35.87,-94.95,3
31653,6,36.22,-94.47,1
31654,5,36.5,-95.2,1
31655,5,36.55,-94.3,1
31656,5,39.28,-94.77,0
31657,6,35.1,-95.33,1
31658,9,40.18,-94.55,1
31659,6,39.77,-94.85,1
31660,6,35.12,-95.33,0
31661,9,40.02,-94.85,1
31662,5,38.8,-94.65,1
31663,5,35.47,-94.35,2
31664,5,38.22,-95.05,1
31665,6,37.9,-95.08,1
31666,6,35.08,-95.23,2
31667,6,36.42,-94.77,1
31668,9,37.57,-94.28,0
31669,5,39.0,-94.28,1
31670,5,37.9,-94.37,0
31671,7,35.23,-94.33,1
31672,9,37.05,-95.2,2
31673,6,35.13,-94.7,0
31674,3,39.18,-95.25,1
31675,6,35.12,-94.4,0
31676,5,37.92,-95.17,1
31677,7,37.08,-94.52,1
31678,5,36.27,-94.65,2
31679,3,37.02,-95.1,1
31680,8,39.9,-94.43,1
31681,11,34.98,-95.03,0
31682,6,37.33,-94.42,0
31683,9,36.85,-95.25,4
31684,5,35.62,-95.17,1
31685,11,35.25,-94.45,1
31686,3,37.08,-94.47,1
31687,12,35.37,-94.42,1
31688,4,37.32,-94.3,1
31689,10,37.43,-95.17,1
31690,3,35.48,-94.27,0
31691,5,36.43,-95.42,2
31692,6,38.92,-94.53,1
31693,4,35.77,-95.35,2
31694,4,37.22,-94.77,1
31695,12,35.25,-94.67,1
31696,5,37.07,-95.3,0
31697,1,40.27,-94.9,1
31698,4,35.9,-95.27,0
31699,6,38.97,-95.27,3
31700,12,36.58,-94.45,1
31701,4,36.35,-94.28,1
31702,6,35.15,-94.27,1
31703,2,36.9,-94.87,1
31704,4,40.07,-95.02,1
31705,6,38.83,-94.88,0
31706,2,36.93,-95.17,1
31707,6,38.63,-94.55,0
31708,4,39.48,-95.03,0
31709,4,36.08,-95.35,0
31710,4,35.93,-95.23,1
31711,4,36.02,-95.15,0
31712,6,36.78,-95.32,1
31713,4,39.05,-95.0,0
31714,4,39.42,-95.12,3
31715,6,38.63,-94.57,0
31716,3,38.95,-95.15,0
31717,6,38.85,-94.75,0
31718,4,38.58,-94.65,3
31719,4,39.78,-94.42,2
31720,4,35.75,-95.33,0
31721,4,38.75,-94.77,2
31722,3,35.38,-94.42,1
31723,5,35.95,-95.18,1
31724,6,38.88,-94.57,0
31725,4,38.48,-95.28,3
31726,4,35.58,-95.35,2
31727,4,39.35,-95.42,2
31728,5,36.0,-94.73,1
31729,4,36.97,-95.35,1
31730,5,37.53,-94.83,1
31731,4,39.92,-94.67,1
31732,6,36.42,-95.12,1
31733,6,39.03,-94.6,0
31734,4,36.6,-95.2,2
31735,5,35.35,-94.42,2
31736,4,37.03,-94.52,0
31737,6,38.8,-94.5,0
31738,5,36.65,-95.12,2
31739,6,36.2,-95.1,1
31740,5,36.8,-95.08,0
31741,4,39.87,-94.68,1
31742,6,39.0,-94.57,0
31743,7,35.07,-94.67,1
31744,4,37.08,-94.58,0
31745,5,36.87,-94.87,2
31746,5,34.88,-95.3,4
31747,6,38.48,-94.6,0
31748,8,39.02,-94.85,1
31749,6,38.95,-95.2,0
31750,5,37.05,-94.83,0
31751,6,37.43,-94.35,1
31752,12,36.5,-95.02,2
31753,6,37.15,-94.47,0
31754,5,36.32,-95.22,0
31755,5,37.47,-94.59,0
31756,5,35.38,-94.48,3
31757,6,38.92,-94.38,0
31758,6,38.09,-94.67,0
31759,10,35.12,-95.15,0
31760,7,35.2,-94.52,2
31761,12,39.88,-94.75,1
31762,6,38.17,-94.52,0
31763,5,38.97,-94.35,2
31764,5,35.38,-94.55,4
31765,7,36.3,-95.32,1
31766,6,35.87,-95.15,0
31767,6,38.6,-94.35,0
31768,10,36.02,-94.62,1
31769,3,37.43,-95.4,2
31770,6,39.09,-94.97,0
31771,3,37.38,-95.07,2
31772,5,35.88,-94.9,1
31773,6,35.47,-94.8,2
31774,3,38.88,-94.82,0
31775,6,36.65,-94.33,0
31776,10,36.2,-94.63,0
31777,5,36.5,-95.1,2
31778,7,38.87,-94.83,1
31779,3,35.25,-95.12,1
31780,9,38.82,-95.21,0
31781,3,36.87,-95.4,1
31782,10,36.27,-94.58,1
31783,3,37.02,-95.43,3
31784,5,35.18,-94.78,3
31785,4,40.08,-94.4,2
31786,9,38.88,-95.08,1
31787,8,39.1,-94.75,0
31788,9,39.58,-95.15,1
31789,9,38.78,-94.83,0
31790,3,37.28,-94.97,0
31791,4,36.6,-95.03,1
31792,3,37.32,-94.65,3
31793,11,38.17,-94.33,1
31794,4,36.63,-95.02,1
31795,5,36.17,-94.58,1
31796,9,38.94,-94.99,0
31797,9,39.8,-95.17,1
31798,9,38.97,-94.91,0
31799,4,37.02,-94.73,1
31800,4,37.18,-94.28,2
31801,2,37.55,-94.42,1
31802,4,36.33,-95.27,2
31803,9,38.72,-95.1,1
31804,9,39.03,-94.91,0
31805,5,39.23,-95.43,3
31806,9,38.87,-94.63,0
31807,9,39.08,-94.34,0
31808,9,38.9,-94.38,2
31809,4,39.45,-95.23,0
31810,4,35.7,-94.9,0
31811,5,39.22,-95.22,3
31812,2,37.75,-94.32,0
31813,4,36.6312,-95.0933,0
31814,5,36.03,-95.0,1
31815,5,38.75,-94.82,0
31816,4,34.9879,-94.8267,1
31817,7,37.67,-94.3,1
31818,4,35.87,-95.23,2
31819,5,35.4,-94.8,0
31820,7,39.23,-94.35,0
31821,4,35.43,-94.33,1
31822,5,37.35,-94.47,1
31823,4,38.92,-94.8,3
31824,5,36.18,-94.55,2
31825,5,38.65,-94.68,0
31826,4,39.0151,-95.1315,1
31827,5,37.17,-94.83,1
31828,5,38.57,-94.97,0
31829,5,35.13,-95.37,0
31830,4,40.45,-95.05,1
31831,5,38.42,-94.32,2
31832,5,38.17,-95.32,0
31833,5,38.77,-94.65,0
31834,5,39.3,-94.4,2
31835,5,37.33,-95.3,1
31836,5,35.45,-94.77,2
31837,5,37.6,-95.4,2
31838,6,39.75,-94.85,2
31839,5,39.6,-95.18,1
31840,5,36.17,-95.38,1
31841,5,37.45,-94.57,0
31842,5,39.77,-95.08,0
31843,6,40.12,-94.87,1
31844,5,35.55,-95.32,4
31845,5,36.6,-94.8,1
31846,7,36.02,-95.37,1
31847,6,35.97,-95.32,0
31848,5,35.57,-95.1,3
31849,5,39.15,-94.68,2
31850,6,39.32,-95.3,0
31851,8,36.97,-94.8,3
31852,5,34.95,-94.7,2
31853,5,35.3,-94.4,1
31854,10,39.4,-94.58,1
31855,11,35.8,-94.85,2
31856,5,35.43,-94.32,1
31857,2,37.15,-94.72,2
31858,5,40.45,-95.22,2
31859,12,37.5,-94.58,1
31860,6,35.93,-95.17,1
31861,6,36.1,-95.23,1
31862,6,40.23,-94.28,1
31863,12,37.5,-94.67,1
31864,3,37.92,-94.82,2
31865,5,34.88,-95.22,1
31866,6,37.85,-95.2,2
31867,12,35.03,-94.48,1
31868,6,39.23,-95.03,2
31869,6,39.77,-94.83,2
31870,3,37.83,-94.62,0
31871,12,36.53,-95.07,1
31872,6,35.98,-94.58,1
31873,5,35.13,-95.0,0
31874,5,35.3,-94.78,1
31875,3,36.95,-94.45,2
31876,6,39.17,-95.18,4
31877,9,38.4,-94.33,1
31878,5,35.43,-94.7,1
31879,3,37.5,-94.83,2
31880,6,39.3,-94.52,0
31881,9,36.67,-95.12,3
31882,4,39.85,-94.83,0
31883,5,35.57,-94.55,3
31884,9,37.95,-95.05,2
31885,6,35.8,-94.6,1
31886,4,38.08,-95.15,2
31887,1,39.6,-94.93,2
31888,4,38.07,-94.7,1
31889,5,36.02,-94.78,0
31890,1,36.37,-95.6,2
31891,4,37.33,-94.37,2
31892,5,35.67,-95.2,0
31893,5,35.62,-95.2,0
31894,5,35.82,-94.7,1
31895,1,36.7,-95.0,2
31896,5,35.62,-95.08,0
31897,5,37.03,-95.02,0
31898,5,36.0,-94.28,0
31899,1,35.05,-94.62,1
31900,6,35.97,-95.25,3
31901,5,37.1,-95.02,2
31902,4,38.33,-94.35,1
31903,6,35.78,-95.28,1
31904,5,39.12,-95.1,0
31905,4,38.5,-94.57,0
31906,6,37.08,-94.52,1
31907,5,39.17,-94.93,4
31908,12,35.38,-94.42,1
31909,4,38.77,-94.5,0
31910,3,35.37,-95.27,0
31911,5,36.8,-95.1,3
31912,4,37.5,-95.33,2
31913,5,36.25,-95.25,2
31914,4,37.22,-95.55,3
31915,3,36.8,-95.15,2
31916,3,36.93,-95.35,1
31917,3,37.43,-94.7,3
31918,4,36.87,-95.37,0
31919,4,36.8,-94.52,0
31920,9,37.52,-94.87,1
31921,6,37.6,-95.32,1
31922,7,40.4,-94.53,1
31923,6,39.77,-95.35,0
31924,7,40.4,-94.33,0
31925,9,37.17,-94.3,1
31926,7,38.03,-95.02,0
31927,7,36.42,-94.78,0
31928,9,37.3,-94.8,1
31929,11,35.85,-94.75,3
31930,9,39.23,-94.48,0
31931,9,37.82,-95.03,2
31932,9,39.1,-95.23,0
31933,9,36.3,-95.35,0
31934,11,36.27,-95.25,1
31935,2,37.83,-94.95,0
31936,9,36.25,-95.08,0
31937,4,36.87,-94.5,2
31938,2,38.3,-94.98,1
31939,4,38.28,-95.23,2
31940,9,39.02,-94.48,1
31941,9,38.92,-94.38,0
31942,2,38.52,-94.8,1
31943,5,36.3,-95.28,1
31944,3,38.98,-94.97,1
31945,3,37.92,-95.3,0
31946,5,39.92,-94.42,1
31947,4,36.2,-95.25,2
31948,3,37.93,-95.17,0
31949,5,36.55,-94.83,1
31950,4,36.22,-95.07,0
31951,3,36.68,-94.97,0
31952,6,40.22,-94.55,0
31953,4,36.12,-94.53,0
31954,3,36.62,-94.98,1
31955,6,37.42,-94.83,0
31956,3,35.92,-94.97,1
31957,4,36.05,-94.63,0
31958,6,36.37,-94.9,3
31959,6,36.85,-94.4,1
31960,5,38.68,-95.35,0
31961,6,36.6,-95.0,2
31962,5,38.88,-95.32,0
31963,6,36.9,-94.33,1
31964,6,40.2,-95.05,1
31965,5,39.2,-95.07,0
31966,4,39.62,-94.58,1
31967,4,38.4,-94.33,1
31968,5,40.4,-95.15,1
31969,5,36.7,-94.9,0
31970,5,35.8,-94.55,2
31971,6,39.4,-94.6,1
31972,5,36.73,-94.85,2
31973,6,40.25,-95.08,0
31974,7,36.75,-94.75,2
31975,6,36.87,-94.9,0
31976,6,39.18,-94.48,1
31977,10,39.27,-95.38,1
31978,7,37.57,-94.53,0
31979,8,38.73,-94.35,1
31980,9,36.47,-95.03,0
31981,10,39.12,-95.2,1
31982,11,37.28,-94.9,1
31983,12,35.35,-94.4,2
31984,5,36.12,-95.37,1
31985,4,34.97,-94.65,2
31986,5,39.23,-95.0,2
31987,5,39.35,-94.58,1
31988,4,36.83,-94.58,1
31989,5,35.0,-94.5,0
31990,5,40.35,-94.87,1
31991,5,39.9,-94.97,1
31992,5,39.95,-95.0,0
31993,5,34.97,-95.37,1
31994,5,39.97,-94.98,0
31995,6,36.28,-95.28,0
31996,6,36.83,-94.47,1
31997,6,37.45,-94.75,2
31998,7,39.95,-94.95,1
31999,8,38.78,-95.25,3
32000,4,35.95,-95.57,0
32001,4,35.77,-95.73,0
32002,4,35.77,-95.72,0
32003,5,35.98,-95.67,1
32004,5,38.98,-95.68,1
32005,5,38.78,-95.98,0
32006,4,36.75,-96.0,1
32007,10,36.55,-96.17,0
32008,5,38.78,-96.02,0
32009,5,36.85,-95.93,0
32010,10,36.63,-95.62,0
32011,5,38.82,-95.75,0
32012,5,35.47,-96.3,0
32013,5,36.3,-96.28,1
32014,5,35.17,-95.78,0
32015,5,35.95,-96.28,1
32016,10,36.4,-95.87,0
32017,7,36.75,-95.43,0
32018,10,35.48,-96.45,2
32019,5,35.97,-96.13,0
32020,7,36.73,-95.42,0
32021,5,35.95,-95.43,0
32022,4,36.48,-96.05,0
32023,10,35.65,-96.1,1
32024,4,35.45,-95.95,0
32025,6,37.42,-96.3,0
32026,10,35.82,-95.42,0
32027,11,38.82,-95.63,0
32028,4,35.5,-95.88,0
32029,6,37.4,-96.22,0
32030,4,35.57,-95.62,0
32031,8,39.05,-95.87,0
32032,8,38.88,-95.42,0
32033,8,38.83,-95.63,0
32034,3,36.05,-95.82,1
32035,3,35.08,-96.3,0
32036,5,35.1,-96.38,2
32037,3,35.48,-96.23,0
32038,3,35.52,-96.2,0
32039,3,35.45,-96.17,0
32040,5,35.42,-96.25,0
32041,3,35.43,-95.82,2
32042,5,40.42,-96.37,1
32043,3,35.27,-95.38,0
32044,3,35.43,-95.72,2
32045,5,40.37,-95.88,2
32046,3,36.47,-95.53,1
32047,4,39.68,-96.07,0
32048,4,36.12,-95.53,0
32049,5,40.4,-95.65,0
32050,4,35.93,-95.38,0
32051,6,37.23,-96.02,0
32052,3,35.48,-95.37,0
32053,5,38.73,-95.97,0
32054,6,37.27,-95.73,0
32055,4,39.83,-96.15,1
32056,6,39.77,-95.53,2
32057,5,39.1,-95.87,0
32058,4,39.83,-95.97,1
32059,5,34.95,-95.78,0
32060,6,37.62,-96.28,0
32061,6,39.25,-95.37,0
32062,4,40.02,-95.63,0
32063,6,37.87,-95.77,0
32064,6,40.43,-95.7,0
32065,4,40.08,-95.73,0
32066,6,37.68,-95.47,0
32067,4,40.15,-95.7,1
32068,9,37.48,-95.48,0
32069,4,40.0,-95.53,0
32070,6,38.65,-96.18,1
32071,4,40.23,-95.68,0
32072,9,37.42,-96.08,0
32073,11,38.27,-95.98,0
32074,4,36.12,-95.45,1
32075,6,36.63,-95.7,0
32076,6,36.55,-95.72,0
32077,11,37.28,-95.53,0
32078,5,35.98,-96.13,0
32079,5,36.02,-96.07,1
32080,7,39.73,-95.48,1
32081,3,37.57,-95.82,0
32082,7,39.73,-95.43,1
32083,3,39.78,-95.78,1
32084,7,39.32,-95.77,0
32085,7,35.92,-95.97,0
32086,5,35.63,-95.65,0
32087,3,37.13,-95.92,2
32088,5,39.07,-96.28,0
32089,3,39.38,-96.38,0
32090,3,37.68,-95.85,1
32091,3,39.93,-95.63,0
32092,5,39.33,-96.1,0
32093,5,39.48,-96.03,0
32094,4,36.57,-96.17,1
32095,5,39.95,-96.35,1
32096,4,36.73,-95.68,0
32097,6,35.38,-96.13,0
32098,3,37.8,-95.63,0
32099,4,34.93,-95.77,0
32100,6,35.43,-95.53,1
32101,3,37.78,-95.45,0
32102,6,35.43,-95.52,3
32103,4,36.18,-95.9,1
32104,6,35.42,-95.53,2
32105,6,35.33,-95.65,0
32106,4,35.27,-95.38,0
32107,6,35.25,-95.55,0
32108,4,39.48,-96.13,0
32109,4,34.97,-95.65,1
32110,6,35.27,-95.52,0
32111,8,36.32,-95.77,1
32112,4,39.53,-95.82,0
32113,9,35.52,-96.38,1
32114,5,39.83,-96.18,1
32115,4,39.68,-95.57,0
32116,5,36.55,-95.7,2
32117,4,39.7,-95.5,1
32118,10,36.0,-96.05,0
32119,10,35.97,-96.13,0
32120,10,36.0,-96.22,0
32121,4,39.78,-95.43,0
32122,6,39.1,-95.43,1
32123,6,36.32,-95.85,0
32124,5,35.82,-96.03,1
32125,11,36.12,-96.1,0
32126,7,40.12,-95.83,0
32127,2,38.0,-95.59,0
32128,11,36.37,-95.92,0
32129,2,38.05,-95.42,0
32130,11,36.28,-95.57,1
32131,7,39.62,-96.13,0
32132,2,38.01,-95.4,0
32133,8,35.0,-95.9,0
32134,2,38.03,-95.4,0
32135,5,38.97,-96.0,0
32136,3,38.86,-95.46,0
32137,5,37.83,-96.08,0
32138,5,36.0,-96.08,1
32139,5,39.03,-96.28,0
32140,5,35.98,-96.07,0
32141,5,39.08,-96.03,0
32142,2,36.15,-95.95,1
32143,5,35.9,-96.15,1
32144,5,39.04,-95.98,0
32145,3,36.32,-96.0,0
32146,3,36.32,-96.0,0
32147,5,37.82,-96.12,0
32148,5,39.97,-96.18,0
32149,3,36.5,-95.88,0
32150,5,35.73,-96.07,2
32151,3,36.5,-95.68,0
32152,8,40.35,-95.41,0
32153,3,35.95,-95.8,0
32154,3,35.35,-95.42,0
32155,8,39.67,-95.43,0
32156,5,35.68,-96.07,0
32157,4,37.07,-95.95,0
32158,4,37.1,-95.9,0
32159,5,35.93,-95.98,0
32160,8,39.62,-95.37,0
32161,4,39.83,-96.07,0
32162,5,35.7,-96.03,1
32163,4,39.67,-95.92,0
32164,1,35.89,-95.49,0
32165,5,38.4,-96.32,0
32166,3,35.55,-95.65,0
32167,5,35.72,-95.97,1
32168,5,39.08,-95.57,0
32169,3,36.45,-96.41,1
32170,5,35.72,-95.92,1
32171,5,35.75,-96.23,0
32172,5,35.25,-96.0,0
32173,3,36.52,-95.94,0
32174,5,38.33,-96.27,1
32175,5,35.17,-95.88,3
32176,4,36.65,-96.07,0
32177,6,37.3,-95.8,0
32178,5,35.07,-95.57,1
32179,6,36.5,-95.92,0
32180,4,40.41,-96.0,1
32181,6,36.4,-96.05,0
32182,5,37.36,-96.18,0
32183,5,40.13,-95.87,0
32184,6,35.3,-95.6,0
32185,5,40.27,-95.83,0
32186,6,35.22,-95.42,0
32187,5,37.49,-95.9,0
32188,5,40.45,-96.17,0
32189,5,35.2,-96.12,2
32190,6,35.52,-96.37,0
32191,6,35.52,-95.97,0
32192,5,37.53,-95.79,0
32193,7,39.8,-95.82,1
32194,7,39.8,-96.07,1
32195,5,37.78,-95.45,0
32196,5,35.22,-95.38,0
32197,10,39.3,-96.08,0
32198,5,37.65,-95.5,0
32199,5,36.65,-96.33,0
32200,10,39.02,-96.32,0
32201,5,34.98,-95.77,0
32202,5,37.59,-95.47,0
32203,5,34.98,-95.4,0
32204,10,39.57,-95.55,1
32205,4,36.13,-95.83,1
32206,5,38.64,-95.65,0
32207,4,39.5,-95.43,0
32208,4,38.12,-95.85,1
32209,5,38.4,-96.35,0
32210,5,38.97,-95.45,2
32211,3,35.1,-96.13,0
32212,3,36.73,-96.02,2
32213,3,37.37,-95.45,1
32214,5,35.65,-95.65,0
32215,3,36.82,-95.85,2
32216,9,35.45,-95.98,1
32217,5,35.45,-95.67,1
32218,5,35.82,-96.38,0
32219,5,35.65,-95.57,0
32220,4,36.78,-96.05,2
32221,4,35.08,-96.4,4
32222,3,39.0,-95.62,1
32223,3,36.87,-95.62,2
32224,5,35.08,-95.42,0
32225,5,39.62,-95.62,3
32226,4,37.0,-95.67,0
32227,6,36.13,-95.92,0
32228,5,36.3,-95.41,1
32229,4,36.4,-95.55,2
32230,5,35.12,-95.37,0
32231,3,39.2,-96.23,1
32232,4,35.1716,-96.2995,0
32233,4,37.0,-95.6,0
32234,7,38.8,-95.92,1
32235,6,35.13,-96.42,2
32236,5,36.31,-95.44,1
32237,5,40.38,-95.8,2
32238,5,38.1,-95.88,0
32239,3,35.7,-96.23,2
32240,4,35.12,-95.62,0
32241,7,37.68,-95.52,1
32242,3,38.23,-96.12,2
32243,6,35.12,-96.05,0
32244,5,38.2921,-95.6327,0
32245,5,38.22,-95.78,0
32246,5,38.83,-95.63,0
32247,5,35.65,-96.12,0
32248,4,37.12,-95.37,0
32249,9,35.0,-96.25,2
32250,5,38.2696,-95.5289,0
32251,4,38.18,-96.15,2
32252,5,38.72,-96.2,0
32253,4,38.58,-95.57,0
32254,6,35.13,-95.83,0
32255,5,37.0,-96.18,0
32256,4,37.48,-95.88,0
32257,3,39.83,-95.72,-9
32258,5,37.4,-95.85,1
32259,5,36.06,-95.81,0
32260,6,35.249,-95.38,0
32261,5,37.7,-95.47,1
32262,6,35.1,-95.73,0
32263,4,39.88,-95.47,2
32264,5,35.46,-95.48,0
32265,5,37.0,-96.02,0
32266,5,39.03,-95.8,1
32267,6,38.02,-96.13,0
32268,5,37.3,-95.55,0
32269,5,37.7,-95.5,1
32270,6,35.1,-95.6,0
32271,4,37.22,-96.28,0
32272,5,37.03,-95.95,0
32273,5,39.4,-95.4,1
32274,5,38.58,-96.0,0
32275,6,38.39,-95.64,0
32276,5,39.58,-95.67,0
32277,5,37.35,-95.38,0
32278,5,37.08,-96.02,0
32279,5,39.3,-95.5,1
32280,5,39.17,-96.27,0
32281,6,35.08,-95.55,0
32282,5,37.0,-96.25,1
32283,5,38.78,-95.55,0
32284,5,37.03,-95.73,1
32285,7,39.6877,-96.1561,0
32286,5,38.4,-95.53,0
32287,5,38.48,-95.93,1
32288,6,35.15,-95.45,0
32289,5,36.97,-95.92,3
32290,6,38.38,-96.2,0
32291,5,39.47,-95.73,-9
32292,5,35.95,-96.25,1
32293,10,35.3245,-96.1464,0
32294,5,38.47,-95.83,0
32295,5,35.9,-95.93,0
32296,6,39.98,-96.1,0
32297,5,39.4,-96.03,-9
32298,5,36.6854,-96.3491,0
32299,5,38.0,-96.17,1
32300,6,39.97,-96.12,1
32301,5,36.43,-95.55,2
32302,5,36.02,-95.78,2
32303,5,39.37,-95.4,2
32304,5,38.0,-95.63,0
32305,5,35.3395,-96.3089,1
32306,5,35.5,-95.53,2
32307,5,37.82,-95.4,0
32308,6,39.97,-96.02,0
32309,5,37.7,-95.45,0
32310,6,36.45,-95.75,1
32311,6,39.97,-95.87,0
32312,6,39.97,-95.85,0
32313,5,37.82,-95.45,0
32314,6,37.7,-95.95,2
32315,6,38.42,-95.62,1
32316,5,35.3982,-96.0558,0
32317,6,35.73,-96.07,0
32318,6,39.93,-95.78,0
32319,6,39.07,-95.82,0
32320,6,36.57,-96.12,1
32321,6,38.87,-95.68,0
32322,5,35.3833,-96.0266,2
32323,6,39.95,-95.78,0
32324,6,39.37,-95.97,2
32325,6,37.83,-96.3,-9
32326,6,35.05,-95.75,1
32327,6,38.8,-95.57,0
32328,6,39.93,-95.72,1
32329,5,35.4028,-95.8673,2
32330,7,36.32,-95.7,1
32331,6,39.28,-95.52,0
32332,6,38.75,-95.6,1
32333,6,36.42,-96.33,3
32334,11,39.67,-95.87,1
32335,6,35.63,-95.87,2
32336,6,38.33,-96.27,2
32337,5,35.4898,-96.4835,1
32338,8,35.48,-95.53,1
32339,4,35.37,-96.08,2
32340,8,35.85,-95.38,2
32341,6,38.8,-95.67,0
32342,9,37.12,-96.2,1
32343,5,38.35,-96.67,3
32344,9,35.38,-96.32,2
32345,9,37.43,-95.92,1
32346,5,35.441,-95.814,2
32347,6,38.35,-96.18,0
32348,10,37.37,-96.37,1
32349,6,37.98,-96.17,0
32350,11,36.33,-95.8,1
32351,6,39.42,-95.93,0
32352,5,35.4303,-95.7911,0
32353,5,37.9,-95.4,1
32354,6,36.82,-95.78,0
32355,11,38.37,-95.5,1
32356,11,38.28,-95.75,2
32357,5,35.4239,-95.7757,1
32358,5,40.18,-95.93,1
32359,6,38.18,-96.17,2
32360,6,36.83,-95.48,1
32361,3,38.63,-96.7,2
32362,5,35.4239,-95.7364,1
32363,11,36.55,-96.32,1
32364,6,39.03,-96.0,2
32365,6,36.83,-95.9,1
32366,3,39.02,-95.63,0
32367,6,36.5,-96.33,0
32368,5,35.4362,-95.7177,1
32369,12,36.0,-95.88,2
32370,4,35.1,-95.78,0
32371,6,39.6,-95.6,2
